短语编号,适用情绪,意图,力度,片段数,动作序列,峰值所在片段,舵机1_右脚横滚,舵机2_右踝俯仰,舵机3_右膝,舵机4_右髋俯仰,舵机5_右髋横滚,舵机6_右肩,舵机7_右臂旋转,舵机8_右肘,舵机9_左脚横滚,舵机10_左踝俯仰,舵机11_左膝,舵机12_左髋俯仰,舵机13_左髋横滚,舵机14_左肩,舵机15_左臂旋转,舵机16_左肘,头_x_mm,头_y_mm,头_z_mm,左手_x_mm,左手_y_mm,左手_z_mm,右手_x_mm,右手_y_mm,右手_z_mm,质心_x_mm,质心_y_mm,质心_z_mm,根_x_mm,根_y_mm,偏航_度,片段1,片段1_舵机1_右脚横滚,片段1_舵机2_右踝俯仰,片段1_舵机3_右膝,片段1_舵机4_右髋俯仰,片段1_舵机5_右髋横滚,片段1_舵机6_右肩,片段1_舵机7_右臂旋转,片段1_舵机8_右肘,片段1_舵机9_左脚横滚,片段1_舵机10_左踝俯仰,片段1_舵机11_左膝,片段1_舵机12_左髋俯仰,片段1_舵机13_左髋横滚,片段1_舵机14_左肩,片段1_舵机15_左臂旋转,片段1_舵机16_左肘,片段1_头_x_mm,片段1_头_y_mm,片段1_头_z_mm,片段1_左手_x_mm,片段1_左手_y_mm,片段1_左手_z_mm,片段1_右手_x_mm,片段1_右手_y_mm,片段1_右手_z_mm,片段1_质心_x_mm,片段1_质心_y_mm,片段1_质心_z_mm,片段2,片段2_舵机1_右脚横滚,片段2_舵机2_右踝俯仰,片段2_舵机3_右膝,片段2_舵机4_右髋俯仰,片段2_舵机5_右髋横滚,片段2_舵机6_右肩,片段2_舵机7_右臂旋转,片段2_舵机8_右肘,片段2_舵机9_左脚横滚,片段2_舵机10_左踝俯仰,片段2_舵机11_左膝,片段2_舵机12_左髋俯仰,片段2_舵机13_左髋横滚,片段2_舵机14_左肩,片段2_舵机15_左臂旋转,片段2_舵机16_左肘,片段2_头_x_mm,片段2_头_y_mm,片段2_头_z_mm,片段2_左手_x_mm,片段2_左手_y_mm,片段2_左手_z_mm,片段2_右手_x_mm,片段2_右手_y_mm,片段2_右手_z_mm,片段2_质心_x_mm,片段2_质心_y_mm,片段2_质心_z_mm,片段3,片段3_舵机1_右脚横滚,片段3_舵机2_右踝俯仰,片段3_舵机3_右膝,片段3_舵机4_右髋俯仰,片段3_舵机5_右髋横滚,片段3_舵机6_右肩,片段3_舵机7_右臂旋转,片段3_舵机8_右肘,片段3_舵机9_左脚横滚,片段3_舵机10_左踝俯仰,片段3_舵机11_左膝,片段3_舵机12_左髋俯仰,片段3_舵机13_左髋横滚,片段3_舵机14_左肩,片段3_舵机15_左臂旋转,片段3_舵机16_左肘,片段3_头_x_mm,片段3_头_y_mm,片段3_头_z_mm,片段3_左手_x_mm,片段3_左手_y_mm,片段3_左手_z_mm,片段3_右手_x_mm,片段3_右手_y_mm,片段3_右手_z_mm,片段3_质心_x_mm,片段3_质心_y_mm,片段3_质心_z_mm
greet_wave_step,happy/高兴/neutral/中性,greeting/打招呼,mid,2,wave > stepping,wave,500,500,500,500,500,820,740,220,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,62.7,29.3,332.0,7.5,3.0,164.6,0.0,0.0,0.0,wave,500,500,500,500,500,820,740,220,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,62.7,29.3,332.0,7.5,3.0,164.6,stepping,500,500,522,518,500,500,500,500,500,530,590,455,500,500,500,500,14.0,0.0,373.5,16.0,72.0,198.5,16.0,-72.0,198.5,9.7,0.0,162.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greet_right_twist,happy/高兴/neutral/中性,greeting/打招呼,mid,2,right_hand > twist,right_hand,500,500,500,500,500,660,620,420,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,83.2,-14.2,246.1,8.1,1.7,162.1,0.0,0.0,0.0,right_hand,500,500,500,500,500,660,620,420,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,83.2,-14.2,246.1,8.1,1.7,162.1,twist,530,500,500,500,420,560,500,500,470,500,500,500,580,440,500,500,6.0,0.0,363.6,37.8,72.0,192.3,37.8,-72.0,192.3,7.7,-21.7,154.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greet_left_sidestep,happy/高兴/neutral/中性,greeting/打招呼,mid,2,left_hand > left_move_10,left_hand,500,500,500,500,500,500,500,500,500,500,500,500,500,340,380,580,6.0,0.0,373.0,83.2,129.8,246.1,8.0,-72.0,198.0,8.1,1.7,162.1,0.0,0.0,0.0,left_hand,500,500,500,500,500,500,500,500,500,500,500,500,500,340,380,580,6.0,0.0,373.0,83.2,129.8,246.1,8.0,-72.0,198.0,8.1,1.7,162.1,left_move_10,518,500,500,500,472,500,500,500,481,500,500,500,527,500,500,500,6.0,5.0,372.0,8.0,77.0,197.0,8.0,-67.0,197.0,5.9,-2.1,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greet_handup_turnr,happy/高兴/neutral/中性,greeting/打招呼,mid,2,go_hand_up > turn_right_small_step,go_hand_up,500,500,500,500,500,820,740,350,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,70.0,29.3,319.7,9.6,6.1,167.9,0.0,0.0,0.0,go_hand_up,500,500,500,500,500,820,740,350,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,70.0,29.3,319.7,9.6,6.1,167.9,turn_right_small_step,500,500,513,511,500,500,500,500,500,518,555,472,500,500,500,500,5.9,-0.8,373.8,17.3,70.3,198.8,-1.5,-72.4,198.8,3.3,-0.4,162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greet_handup1_hold,happy/高兴/neutral/中性,greeting/打招呼,low,2,go_hand_up1 > stand_slow,go_hand_up1,500,500,500,500,500,820,740,350,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,70.0,29.3,319.7,9.6,6.1,167.9,0.0,0.0,0.0,go_hand_up1,500,500,500,500,500,820,740,350,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,70.0,29.3,319.7,9.6,6.1,167.9,stand_slow,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,8.0,-72.0,198.0,5.9,0.0,160.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greet_lift_sider,happy/高兴/neutral/中性,greeting/打招呼,mid,2,lift_left_hand > right_move_10,lift_left_hand,500,500,500,500,500,500,500,500,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,8.0,-72.0,198.0,7.7,3.0,164.3,0.0,0.0,0.0,lift_left_hand,500,500,500,500,500,500,500,500,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,8.0,-72.0,198.0,7.7,3.0,164.3,right_move_10,481,500,500,500,527,500,500,500,518,500,500,500,472,500,500,500,6.0,-5.0,372.0,8.0,67.0,197.0,8.0,-77.0,197.0,5.9,2.1,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greet_chest_turnl,happy/高兴,greeting/打招呼,high,2,chest > turn_left_small_step,chest,500,500,500,500,500,680,620,280,500,500,500,500,500,320,380,720,6.0,0.0,373.0,96.0,129.8,276.7,96.0,-14.2,276.7,11.1,3.5,165.3,0.0,0.0,0.0,chest,500,500,500,500,500,680,620,280,500,500,500,500,500,320,380,720,6.0,0.0,373.0,96.0,129.8,276.7,96.0,-14.2,276.7,11.1,3.5,165.3,turn_left_small_step,500,500,513,511,500,500,500,500,500,518,555,472,500,500,500,500,5.9,0.8,373.8,-1.5,72.4,198.8,17.3,-70.3,198.8,3.3,0.4,162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greet_twist_fwd,happy/高兴/surprised/惊讶,greeting/打招呼,mid,2,twist > go_forward_one_small_step,twist,530,500,500,500,420,560,500,500,470,500,500,500,580,440,500,500,6.0,0.0,363.6,37.8,72.0,192.3,37.8,-72.0,192.3,7.7,-21.7,154.9,0.0,0.0,0.0,twist,530,500,500,500,420,560,500,500,470,500,500,500,580,440,500,500,6.0,0.0,363.6,37.8,72.0,192.3,37.8,-72.0,192.3,7.7,-21.7,154.9,go_forward_one_small_step,500,500,520,516,500,500,500,500,500,526,580,460,500,500,500,500,18.5,0.0,373.6,20.5,72.0,198.6,20.5,-72.0,198.6,14.7,0.0,162.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greet_step_righthand,happy/高兴/neutral/中性,greeting/打招呼,mid,2,stepping > right_hand,right_hand,500,500,500,500,500,660,620,420,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,83.2,-14.2,246.1,8.1,1.7,162.1,0.0,0.0,0.0,stepping,500,500,522,518,500,500,500,500,500,530,590,455,500,500,500,500,14.0,0.0,373.5,16.0,72.0,198.5,16.0,-72.0,198.5,9.7,0.0,162.5,right_hand,500,500,500,500,500,660,620,420,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,83.2,-14.2,246.1,8.1,1.7,162.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greet_sidel_wave,happy/高兴/neutral/中性,greeting/打招呼,mid,2,left_move_10 > wave,wave,500,500,500,500,500,820,740,220,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,62.7,29.3,332.0,7.5,3.0,164.6,0.0,0.0,0.0,left_move_10,518,500,500,500,472,500,500,500,481,500,500,500,527,500,500,500,6.0,5.0,372.0,8.0,77.0,197.0,8.0,-67.0,197.0,5.9,-2.1,160.0,wave,500,500,500,500,500,820,740,220,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,62.7,29.3,332.0,7.5,3.0,164.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greet_turnl_lefthand,happy/高兴/neutral/中性,greeting/打招呼,mid,2,turn_left_small_step > left_hand,left_hand,500,500,500,500,500,500,500,500,500,500,500,500,500,340,380,580,6.0,0.0,373.0,83.2,129.8,246.1,8.0,-72.0,198.0,8.1,1.7,162.1,0.0,0.0,0.0,turn_left_small_step,500,500,513,511,500,500,500,500,500,518,555,472,500,500,500,500,5.9,0.8,373.8,-1.5,72.4,198.8,17.3,-70.3,198.8,3.3,0.4,162.0,left_hand,500,500,500,500,500,500,500,500,500,500,500,500,500,340,380,580,6.0,0.0,373.0,83.2,129.8,246.1,8.0,-72.0,198.0,8.1,1.7,162.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greet_righthand_step,happy/高兴/neutral/中性,greeting/打招呼,mid,2,right_hand > stepping,right_hand,500,500,500,500,500,660,620,420,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,83.2,-14.2,246.1,8.1,1.7,162.1,0.0,0.0,0.0,right_hand,500,500,500,500,500,660,620,420,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,83.2,-14.2,246.1,8.1,1.7,162.1,stepping,500,500,522,518,500,500,500,500,500,530,590,455,500,500,500,500,14.0,0.0,373.5,16.0,72.0,198.5,16.0,-72.0,198.5,9.7,0.0,162.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greet_wave_sider,happy/高兴,greeting/打招呼,mid,2,wave > right_move_10,wave,500,500,500,500,500,820,740,220,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,62.7,29.3,332.0,7.5,3.0,164.6,0.0,0.0,0.0,wave,500,500,500,500,500,820,740,220,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,62.7,29.3,332.0,7.5,3.0,164.6,right_move_10,481,500,500,500,527,500,500,500,518,500,500,500,472,500,500,500,6.0,-5.0,372.0,8.0,67.0,197.0,8.0,-77.0,197.0,5.9,2.1,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greet_lefthand_twist,happy/高兴/neutral/中性,greeting/打招呼,mid,2,left_hand > twist,left_hand,500,500,500,500,500,500,500,500,500,500,500,500,500,340,380,580,6.0,0.0,373.0,83.2,129.8,246.1,8.0,-72.0,198.0,8.1,1.7,162.1,0.0,0.0,0.0,left_hand,500,500,500,500,500,500,500,500,500,500,500,500,500,340,380,580,6.0,0.0,373.0,83.2,129.8,246.1,8.0,-72.0,198.0,8.1,1.7,162.1,twist,530,500,500,500,420,560,500,500,470,500,500,500,580,440,500,500,6.0,0.0,363.6,37.8,72.0,192.3,37.8,-72.0,192.3,7.7,-21.7,154.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greet_handup_step,happy/高兴/neutral/中性,greeting/打招呼,mid,2,go_hand_up > stepping,go_hand_up,500,500,500,500,500,820,740,350,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,70.0,29.3,319.7,9.6,6.1,167.9,0.0,0.0,0.0,go_hand_up,500,500,500,500,500,820,740,350,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,70.0,29.3,319.7,9.6,6.1,167.9,stepping,500,500,522,518,500,500,500,500,500,530,590,455,500,500,500,500,14.0,0.0,373.5,16.0,72.0,198.5,16.0,-72.0,198.5,9.7,0.0,162.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greet_lift_twist,happy/高兴/neutral/中性,greeting/打招呼,mid,2,lift_left_hand > twist,lift_left_hand,500,500,500,500,500,500,500,500,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,8.0,-72.0,198.0,7.7,3.0,164.3,0.0,0.0,0.0,lift_left_hand,500,500,500,500,500,500,500,500,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,8.0,-72.0,198.0,7.7,3.0,164.3,twist,530,500,500,500,420,560,500,500,470,500,500,500,580,440,500,500,6.0,0.0,363.6,37.8,72.0,192.3,37.8,-72.0,192.3,7.7,-21.7,154.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greet_wave_turnl,happy/高兴,greeting/打招呼,mid,2,wave > turn_left_small_step,wave,500,500,500,500,500,820,740,220,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,62.7,29.3,332.0,7.5,3.0,164.6,0.0,0.0,0.0,wave,500,500,500,500,500,820,740,220,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,62.7,29.3,332.0,7.5,3.0,164.6,turn_left_small_step,500,500,513,511,500,500,500,500,500,518,555,472,500,500,500,500,5.9,0.8,373.8,-1.5,72.4,198.8,17.3,-70.3,198.8,3.3,0.4,162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greet_handup1_twist,happy/高兴/surprised/惊讶,greeting/打招呼,mid,2,go_hand_up1 > twist,go_hand_up1,500,500,500,500,500,820,740,350,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,70.0,29.3,319.7,9.6,6.1,167.9,0.0,0.0,0.0,go_hand_up1,500,500,500,500,500,820,740,350,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,70.0,29.3,319.7,9.6,6.1,167.9,twist,530,500,500,500,420,560,500,500,470,500,500,500,580,440,500,500,6.0,0.0,363.6,37.8,72.0,192.3,37.8,-72.0,192.3,7.7,-21.7,154.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greet_right_fwd,happy/高兴/neutral/中性,greeting/打招呼,mid,2,right_hand > go_forward_one_small_step,right_hand,500,500,500,500,500,660,620,420,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,83.2,-14.2,246.1,8.1,1.7,162.1,0.0,0.0,0.0,right_hand,500,500,500,500,500,660,620,420,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,83.2,-14.2,246.1,8.1,1.7,162.1,go_forward_one_small_step,500,500,520,516,500,500,500,500,500,526,580,460,500,500,500,500,18.5,0.0,373.6,20.5,72.0,198.6,20.5,-72.0,198.6,14.7,0.0,162.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greet_step_handup,happy/高兴/neutral/中性,greeting/打招呼,mid,2,stepping > go_hand_up,go_hand_up,500,500,500,500,500,820,740,350,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,70.0,29.3,319.7,9.6,6.1,167.9,0.0,0.0,0.0,stepping,500,500,522,518,500,500,500,500,500,530,590,455,500,500,500,500,14.0,0.0,373.5,16.0,72.0,198.5,16.0,-72.0,198.5,9.7,0.0,162.5,go_hand_up,500,500,500,500,500,820,740,350,500,500,500,500,500,180,260,650,6.0,0.0,373.0,70.0,173.3,319.7,70.0,29.3,319.7,9.6,6.1,167.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comfort_bow_hold,unhappy/不高兴/neutral/中性,comfort_request/安慰,low,2,bow > stand_slow,bow,500,560,430,360,500,620,680,580,500,440,570,640,500,380,320,420,6.0,0.0,330.5,38.9,154.1,194.6,38.9,10.1,194.6,50.6,4.9,138.5,0.0,0.0,0.0,bow,500,560,430,360,500,620,680,580,500,440,570,640,500,380,320,420,6.0,0.0,330.5,38.9,154.1,194.6,38.9,10.1,194.6,50.6,4.9,138.5,stand_slow,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,8.0,-72.0,198.0,5.9,0.0,160.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comfort_jugong_squat,unhappy/不高兴,comfort_request/安慰,low,3,jugong > squat_down > squat_up,jugong,500,580,430,330,500,620,680,580,500,420,570,670,500,380,320,420,6.0,0.0,316.3,38.9,154.1,180.4,38.9,10.1,180.4,56.3,4.9,129.7,0.0,0.0,0.0,jugong,500,580,430,330,500,620,680,580,500,420,570,670,500,380,320,420,6.0,0.0,316.3,38.9,154.1,180.4,38.9,10.1,180.4,56.3,4.9,129.7,squat_down,500,560,360,380,500,540,500,500,500,440,640,620,500,460,500,500,6.0,0.0,316.0,28.0,72.0,142.6,28.0,-72.0,142.6,50.8,0.0,125.7,squat_up,500,560,360,380,500,540,500,500,500,440,640,620,500,460,500,500,6.0,0.0,316.0,28.0,72.0,142.6,28.0,-72.0,142.6,50.8,0.0,125.7
comfort_bow_squat,unhappy/不高兴,comfort_request/安慰,low,2,bow > squat,bow,500,560,430,360,500,620,680,580,500,440,570,640,500,380,320,420,6.0,0.0,330.5,38.9,154.1,194.6,38.9,10.1,194.6,50.6,4.9,138.5,0.0,0.0,0.0,bow,500,560,430,360,500,620,680,580,500,440,570,640,500,380,320,420,6.0,0.0,330.5,38.9,154.1,194.6,38.9,10.1,194.6,50.6,4.9,138.5,squat,500,560,360,380,500,540,500,500,500,440,640,620,500,460,500,500,6.0,0.0,316.0,28.0,72.0,142.6,28.0,-72.0,142.6,50.8,0.0,125.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comfort_jugong_hold,unhappy/不高兴/neutral/中性,comfort_request/安慰,low,2,jugong > stand_slow,jugong,500,580,430,330,500,620,680,580,500,420,570,670,500,380,320,420,6.0,0.0,316.3,38.9,154.1,180.4,38.9,10.1,180.4,56.3,4.9,129.7,0.0,0.0,0.0,jugong,500,580,430,330,500,620,680,580,500,420,570,670,500,380,320,420,6.0,0.0,316.3,38.9,154.1,180.4,38.9,10.1,180.4,56.3,4.9,129.7,stand_slow,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,8.0,-72.0,198.0,5.9,0.0,160.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comfort_squat_bow,unhappy/不高兴,comfort_request/安慰,low,3,squat_down > squat_up > bow,bow,500,560,430,360,500,620,680,580,500,440,570,640,500,380,320,420,6.0,0.0,330.5,38.9,154.1,194.6,38.9,10.1,194.6,50.6,4.9,138.5,0.0,0.0,0.0,squat_down,500,560,360,380,500,540,500,500,500,440,640,620,500,460,500,500,6.0,0.0,316.0,28.0,72.0,142.6,28.0,-72.0,142.6,50.8,0.0,125.7,squat_up,500,560,360,380,500,540,500,500,500,440,640,620,500,460,500,500,6.0,0.0,316.0,28.0,72.0,142.6,28.0,-72.0,142.6,50.8,0.0,125.7,bow,500,560,430,360,500,620,680,580,500,440,570,640,500,380,320,420,6.0,0.0,330.5,38.9,154.1,194.6,38.9,10.1,194.6,50.6,4.9,138.5
comfort_bow_step,unhappy/不高兴/neutral/中性,comfort_request/安慰,low,2,bow > stepping,bow,500,560,430,360,500,620,680,580,500,440,570,640,500,380,320,420,6.0,0.0,330.5,38.9,154.1,194.6,38.9,10.1,194.6,50.6,4.9,138.5,0.0,0.0,0.0,bow,500,560,430,360,500,620,680,580,500,440,570,640,500,380,320,420,6.0,0.0,330.5,38.9,154.1,194.6,38.9,10.1,194.6,50.6,4.9,138.5,stepping,500,500,522,518,500,500,500,500,500,530,590,455,500,500,500,500,14.0,0.0,373.5,16.0,72.0,198.5,16.0,-72.0,198.5,9.7,0.0,162.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comfort_jugong_step,unhappy/不高兴/neutral/中性,comfort_request/安慰,low,2,jugong > stepping,jugong,500,580,430,330,500,620,680,580,500,420,570,670,500,380,320,420,6.0,0.0,316.3,38.9,154.1,180.4,38.9,10.1,180.4,56.3,4.9,129.7,0.0,0.0,0.0,jugong,500,580,430,330,500,620,680,580,500,420,570,670,500,380,320,420,6.0,0.0,316.3,38.9,154.1,180.4,38.9,10.1,180.4,56.3,4.9,129.7,stepping,500,500,522,518,500,500,500,500,500,530,590,455,500,500,500,500,14.0,0.0,373.5,16.0,72.0,198.5,16.0,-72.0,198.5,9.7,0.0,162.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comfort_squat_hold,unhappy/不高兴,comfort_request/安慰,low,2,squat > stand_slow,squat,500,560,360,380,500,540,500,500,500,440,640,620,500,460,500,500,6.0,0.0,316.0,28.0,72.0,142.6,28.0,-72.0,142.6,50.8,0.0,125.7,0.0,0.0,0.0,squat,500,560,360,380,500,540,500,500,500,440,640,620,500,460,500,500,6.0,0.0,316.0,28.0,72.0,142.6,28.0,-72.0,142.6,50.8,0.0,125.7,stand_slow,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,8.0,-72.0,198.0,5.9,0.0,160.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comfort_bow_sidel,unhappy/不高兴,comfort_request/安慰,low,2,bow > left_move_10,bow,500,560,430,360,500,620,680,580,500,440,570,640,500,380,320,420,6.0,0.0,330.5,38.9,154.1,194.6,38.9,10.1,194.6,50.6,4.9,138.5,0.0,0.0,0.0,bow,500,560,430,360,500,620,680,580,500,440,570,640,500,380,320,420,6.0,0.0,330.5,38.9,154.1,194.6,38.9,10.1,194.6,50.6,4.9,138.5,left_move_10,518,500,500,500,472,500,500,500,481,500,500,500,527,500,500,500,6.0,5.0,372.0,8.0,77.0,197.0,8.0,-67.0,197.0,5.9,-2.1,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comfort_jugong_sider,unhappy/不高兴,comfort_request/安慰,low,2,jugong > right_move_10,jugong,500,580,430,330,500,620,680,580,500,420,570,670,500,380,320,420,6.0,0.0,316.3,38.9,154.1,180.4,38.9,10.1,180.4,56.3,4.9,129.7,0.0,0.0,0.0,jugong,500,580,430,330,500,620,680,580,500,420,570,670,500,380,320,420,6.0,0.0,316.3,38.9,154.1,180.4,38.9,10.1,180.4,56.3,4.9,129.7,right_move_10,481,500,500,500,527,500,500,500,518,500,500,500,472,500,500,500,6.0,-5.0,372.0,8.0,67.0,197.0,8.0,-77.0,197.0,5.9,2.1,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comfort_lefthand_bow,unhappy/不高兴/neutral/中性,comfort_request/安慰,low,2,left_hand > bow,bow,500,560,430,360,500,620,680,580,500,440,570,640,500,380,320,420,6.0,0.0,330.5,38.9,154.1,194.6,38.9,10.1,194.6,50.6,4.9,138.5,0.0,0.0,0.0,left_hand,500,500,500,500,500,500,500,500,500,500,500,500,500,340,380,580,6.0,0.0,373.0,83.2,129.8,246.1,8.0,-72.0,198.0,8.1,1.7,162.1,bow,500,560,430,360,500,620,680,580,500,440,570,640,500,380,320,420,6.0,0.0,330.5,38.9,154.1,194.6,38.9,10.1,194.6,50.6,4.9,138.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comfort_righthand_jugong,unhappy/不高兴/neutral/中性,comfort_request/安慰,low,2,right_hand > jugong,jugong,500,580,430,330,500,620,680,580,500,420,570,670,500,380,320,420,6.0,0.0,316.3,38.9,154.1,180.4,38.9,10.1,180.4,56.3,4.9,129.7,0.0,0.0,0.0,right_hand,500,500,500,500,500,660,620,420,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,83.2,-14.2,246.1,8.1,1.7,162.1,jugong,500,580,430,330,500,620,680,580,500,420,570,670,500,380,320,420,6.0,0.0,316.3,38.9,154.1,180.4,38.9,10.1,180.4,56.3,4.9,129.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comfort_hold_bow,unhappy/不高兴/neutral/中性,comfort_request/安慰,low,2,stand_slow > bow,bow,500,560,430,360,500,620,680,580,500,440,570,640,500,380,320,420,6.0,0.0,330.5,38.9,154.1,194.6,38.9,10.1,194.6,50.6,4.9,138.5,0.0,0.0,0.0,stand_slow,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,6.0,0.0,373.0,8.0,72.0,198.0,8.0,-72.0,198.0,5.9,0.0,160.6,bow,500,560,430,360,500,620,680,580,500,440,570,640,500,380,320,420,6.0,0.0,330.5,38.9,154.1,194.6,38.9,10.1,194.6,50.6,4.9,138.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comfort_squatdown_up,unhappy/不高兴/neutral/中性,comfort_request/安慰,low,2,squat_down > squat_up,squat_down,500,560,360,380,500,540,500,500,500,440,640,620,500,460,500,500,6.0,0.0,316.0,28.0,72.0,142.6,28.0,-72.0,142.6,50.8,0.0,125.7,0.0,0.0,0.0,squat_down,500,560,360,380,500,540,500,500,500,440,640,620,500,460,500,500,6.0,0.0,316.0,28.0,72.0,142.6,28.0,-72.0,142.6,50.8,0.0,125.7,squat_up,500,560,360,380,500,540,500,500,500,440,640,620,500,460,500,500,6.0,0.0,316.0,28.0,72.0,142.6,28.0,-72.0,142.6,50.8,0.0,125.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comfort_twist_bow,unhappy/不高兴/surprised/惊讶,comfort_request/安慰,mid,2,twist > bow,bow,500,560,430,360,500,620,680,580,500,440,570,640,500,380,320,420,6.0,0.0,330.5,38.9,154.1,194.6,38.9,10.1,194.6,50.6,4.9,138.5,0.0,0.0,0.0,twist,530,500,500,500,420,560,500,500,470,500,500,500,580,440,500,500,6.0,0.0,363.6,37.8,72.0,192.3,37.8,-72.0,192.3,7.7,-21.7,154.9,bow,500,560,430,360,500,620,680,580,500,440,570,640,500,380,320,420,6.0,0.0,330.5,38.9,154.1,194.6,38.9,10.1,194.6,50.6,4.9,138.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
